conceptId,name,description,conceptTypeName,rootConceptId,rootConceptName,partOfConceptId,partOfName,partOrder,referenceToConceptId,referenceToName
,Rail-based Vehicles,Type for Conveyor,Information Concept Type,,Conveyor,,Conveyor,5,,
,Water-borne Craft,Type for Conveyor,Information Concept Type,,Conveyor,,Conveyor,6,,
,Animal-pulled Devices,Type for Conveyor,Information Concept Type,,Conveyor,,Conveyor,7,,
,Animal-assemblies,Type for Conveyor,Information Concept Type,,Conveyor,,Conveyor,8,,
,Planned,State for Conveyor,Information Concept State,,Conveyor,,Conveyor,1,,
,Designed,State for Conveyor,Information Concept State,,Conveyor,,Conveyor,2,,
,Specified,State for Conveyor,Information Concept State,,Conveyor,,Conveyor,3,,
,Operational,State for Conveyor,Information Concept State,,Conveyor,,Conveyor,4,,
,De-activated,State for Conveyor,Information Concept State,,Conveyor,,Conveyor,5,,
,Conveyor -> Asset,Related information concept link from Conveyor to Asset,Information Concept Link,,Conveyor,,Conveyor,1,,Asset
,Conveyor -> Case,Related information concept link from Conveyor to Case,Information Concept Link,,Conveyor,,Conveyor,2,,Case
,Conveyor -> Constituent,Related information concept link from Conveyor to Constituent,Information Concept Link,,Conveyor,,Conveyor,3,,Constituent
,Conveyor -> Dispute,Related information concept link from Conveyor to Dispute,Information Concept Link,,Conveyor,,Conveyor,4,,Dispute
,Conveyor -> Evidence,Related information concept link from Conveyor to Evidence,Information Concept Link,,Conveyor,,Conveyor,5,,Evidence
,Conveyor -> Human Resource,Related information concept link from Conveyor to Human Resource,Information Concept Link,,Conveyor,,Conveyor,6,,Human Resource
,Conveyor -> Location,Related information concept link from Conveyor to Location,Information Concept Link,,Conveyor,,Conveyor,7,,Location
,Conveyor -> Material,Related information concept link from Conveyor to Material,Information Concept Link,,Conveyor,,Conveyor,8,,Material
,Conveyor -> Operation,Related information concept link from Conveyor to Operation,Information Concept Link,,Conveyor,,Conveyor,9,,Operation
,Conveyor -> Partner,Related information concept link from Conveyor to Partner,Information Concept Link,,Conveyor,,Conveyor,10,,Partner
,Conveyor -> Plan,Related information concept link from Conveyor to Plan,Information Concept Link,,Conveyor,,Conveyor,11,,Plan
,Conveyor -> Route,Related information concept link from Conveyor to Route,Information Concept Link,,Conveyor,,Conveyor,12,,Route
,Conveyor -> Strategy,Related information concept link from Conveyor to Strategy,Information Concept Link,,Conveyor,,Conveyor,13,,Strategy
,Conveyor -> Trip,Related information concept link from Conveyor to Trip,Information Concept Link,,Conveyor,,Conveyor,14,,Trip
,Decision,Category: Primary. A conclusion or resolution reached after considering alternative options.,Information Concept,,,,,,,
,Binding,Type for Decision,Information Concept Type,,Decision,,Decision,1,,
,Provisional,Type for Decision,Information Concept Type,,Decision,,Decision,2,,
,Under-Deliberation,State for Decision,Information Concept State,,Decision,,Decision,1,,
,Determined,State for Decision,Information Concept State,,Decision,,Decision,2,,
,Decision -> Agreement,Related information concept link from Decision to Agreement,Information Concept Link,,Decision,,Decision,1,,Agreement
,Decision -> Biological Organism,Related information concept link from Decision to Biological Organism,Information Concept Link,,Decision,,Decision,2,,Biological Organism
,Decision -> Case,Related information concept link from Decision to Case,Information Concept Link,,Decision,,Decision,3,,Case
,Decision -> Claim,Related information concept link from Decision to Claim,Information Concept Link,,Decision,,Decision,4,,Claim
,Decision -> Constituent,Related information concept link from Decision to Constituent,Information Concept Link,,Decision,,Decision,5,,Constituent
,Decision -> Content,Related information concept link from Decision to Content,Information Concept Link,,Decision,,Decision,6,,Content
,Decision -> Decision,Related information concept link from Decision to Decision,Information Concept Link,,Decision,,Decision,7,,Decision
,Decision -> Dispute,Related information concept link from Decision to Dispute,Information Concept Link,,Decision,,Decision,8,,Dispute
,Decision -> Energy,Related information concept link from Decision to Energy,Information Concept Link,,Decision,,Decision,9,,Energy
,Decision -> Event,Related information concept link from Decision to Event,Information Concept Link,,Decision,,Decision,10,,Event
,Decision -> Geographic Border,Related information concept link from Decision to Geographic Border,Information Concept Link,,Decision,,Decision,11,,Geographic Border
,Decision -> Geographic Space,Related information concept link from Decision to Geographic Space,Information Concept Link,,Decision,,Decision,12,,Geographic Space
,Decision -> Government Service,Related information concept link from Decision to Government Service,Information Concept Link,,Decision,,Decision,13,,Government Service
,Decision -> Human Resource,Related information concept link from Decision to Human Resource,Information Concept Link,,Decision,,Decision,14,,Human Resource
,Decision -> Incident,Related information concept link from Decision to Incident,Information Concept Link,,Decision,,Decision,15,,Incident
,Decision -> Infrastructure,Related information concept link from Decision to Infrastructure,Information Concept Link,,Decision,,Decision,16,,Infrastructure
,Decision -> Initiative,Related information concept link from Decision to Initiative,Information Concept Link,,Decision,,Decision,17,,Initiative
,Decision -> Interaction,Related information concept link from Decision to Interaction,Information Concept Link,,Decision,,Decision,18,,Interaction
,Decision -> Investment Portfolio,Related information concept link from Decision to Investment Portfolio,Information Concept Link,,Decision,,Decision,19,,Investment Portfolio
,Decision -> Language,Related information concept link from Decision to Language,Information Concept Link,,Decision,,Decision,20,,Language
,Decision -> Legislation,Related information concept link from Decision to Legislation,Information Concept Link,,Decision,,Decision,21,,Legislation
,Decision -> License,Related information concept link from Decision to License,Information Concept Link,,Decision,,Decision,22,,License
,Decision -> Location,Related information concept link from Decision to Location,Information Concept Link,,Decision,,Decision,23,,Location
,Decision -> Market,Related information concept link from Decision to Market,Information Concept Link,,Decision,,Decision,24,,Market
,Decision -> Objective,Related information concept link from Decision to Objective,Information Concept Link,,Decision,,Decision,25,,Objective
,Decision -> Partner,Related information concept link from Decision to Partner,Information Concept Link,,Decision,,Decision,26,,Partner
,Decision -> Plan,Related information concept link from Decision to Plan,Information Concept Link,,Decision,,Decision,27,,Plan
,Decision -> Policy,Related information concept link from Decision to Policy,Information Concept Link,,Decision,,Decision,28,,Policy
,Decision -> Public Sector Entity,Related information concept link from Decision to Public Sector Entity,Information Concept Link,,Decision,,Decision,29,,Public Sector Entity
,Decision -> Research,Related information concept link from Decision to Research,Information Concept Link,,Decision,,Decision,30,,Research
,Decision -> Time,Related information concept link from Decision to Time,Information Concept Link,,Decision,,Decision,31,,Time
,Decision -> Training Course,Related information concept link from Decision to Training Course,Information Concept Link,,Decision,,Decision,32,,Training Course
,Decision -> Work Item,Related information concept link from Decision to Work Item,Information Concept Link,,Decision,,Decision,33,,Work Item
,Decision -> Work Queue,Related information concept link from Decision to Work Queue,Information Concept Link,,Decision,,Decision,34,,Work Queue
,Dispute,"Category: Primary. An argument, disagreement, or protest of perceived injustice.",Information Concept,,,,,,,
,Civil,Type for Dispute,Information Concept Type,,Dispute,,Dispute,1,,
,Criminal,Type for Dispute,Information Concept Type,,Dispute,,Dispute,2,,
,Administrative,Type for Dispute,Information Concept Type,,Dispute,,Dispute,3,,
,Pending,State for Dispute,Information Concept State,,Dispute,,Dispute,1,,
,Ongoing,State for Dispute,Information Concept State,,Dispute,,Dispute,2,,
,Resolved,State for Dispute,Information Concept State,,Dispute,,Dispute,3,,
,Posted/Published,State for Dispute,Information Concept State,,Dispute,,Dispute,4,,
