conceptId,name,description,conceptTypeName,rootConceptId,rootConceptName,partOfConceptId,partOfName,partOrder,referenceToConceptId,referenceToName
,Incident/Human Resource Matching,Ability to associate an incident with a human resource.,Capability,,Incident Management,,Incident Matching,,,
,Incident/Incident Matching,Ability to associate an incident with an incident.,Capability,,Incident Management,,Incident Matching,,,
,Incident/Initiative Matching,Ability to associate an incident with an initiative.,Capability,,Incident Management,,Incident Matching,,,
,Incident/Legislation Matching,Ability to associate an incident with legislation.,Capability,,Incident Management,,Incident Matching,,,
,Incident/Partner Matching,Ability to associate an incident with a partner.,Capability,,Incident Management,,Incident Matching,,,
,Incident/Policy Matching,Ability to associate an incident with a policy.,Capability,,Incident Management,,Incident Matching,,,
,Incident/Strategy Matching,Ability to associate an incident with a strategy.,Capability,,Incident Management,,Incident Matching,,,
,Incident Information Management,"Ability to collect, organize, monitor, report on, and otherwise disseminate basic facts, statistics, attributes, and data about an incident.",Capability,,Incident Management,,Incident Management,,,
,Incident Type Management,"Ability to determine, modify, and interpret the category or classification of an incident.",Capability,,Incident Management,,Incident Information Management,,,
,Incident Profile Management,"Ability to articulate, organize, identify, track, validate, and otherwise administer descriptive, identifying information about an incident and its relationships.",Capability,,Incident Management,,Incident Information Management,,,
,Incident State Management,"Ability to determine, modify, and interpret the status or condition of an incident.",Capability,,Incident Management,,Incident Information Management,,,
,Incident History Management,"Ability to identify, record, and represent a chronological order of events and actions associated with an incident.",Capability,,Incident Management,,Incident Information Management,,,
,Incident Analytics Management,"Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations of an incident.",Capability,,Incident Management,,Incident Information Management,,,
,Infrastructure Management,"Ability to define, design, maintain, describe, and administer a physical structure or facility, which may include power grids, communication lines, railways, roadways, bridges, tunnels, and pipelines or conduits for water, gas, and power.",Capability,,,,,,,
,Infrastructure Definition,Ability to establish and identify an infrastructure.,Capability,,Infrastructure Management,,Infrastructure Management,,,
,Infrastructure Establishment,Ability to declare an infrastructure.,Capability,,Infrastructure Management,,Infrastructure Definition,,,
,Infrastructure Identification,Ability to recognize an infrastructure.,Capability,,Infrastructure Management,,Infrastructure Definition,,,
,Infrastructure Design,"Ability to conceptualize and specify features that an infrastructure must have, in which conceptualization may take the form of drawings, blueprints, and other representations.",Capability,,Infrastructure Management,,Infrastructure Management,,,
,Infrastructure Configuration,"Ability to create mock-ups of a whole infrastructure, or particular parts, in order to determine feasibility and/or applicability of the design.",Capability,,Infrastructure Management,,Infrastructure Management,,,
,Infrastructure Performance Management,"Ability to determine how well an infrastructure is meeting specification and objective levels, or delivering against plan.",Capability,,Infrastructure Management,,Infrastructure Management,,,
,Infrastructure Performance Threshold Setting,Ability to determine acceptable or unacceptable levels of performance for an infrastructure.,Capability,,Infrastructure Management,,Infrastructure Performance Management,,,
,Infrastructure Performance Threshold Measurement,Ability to determine if an infrastructure is exceeding or falling short of an acceptable threshold of performance.,Capability,,Infrastructure Management,,Infrastructure Performance Management,,,
,Infrastructure Performance Constraints Determination,Ability to assess what is causing an infrastructure to underperform.,Capability,,Infrastructure Management,,Infrastructure Performance Management,,,
,Infrastructure Lifecycle Management,"Ability to make decisions concerning an infrastructure over time, between the time they are acquired or created until they are destroyed, and otherwise end their status as an asset.",Capability,,Infrastructure Management,,Infrastructure Management,,,
,Infrastructure Instantiation,Ability to construct an infrastructure.,Capability,,Infrastructure Management,,Infrastructure Lifecycle Management,,,
,Infrastructure Activation,Ability to bring an infrastructure into use.,Capability,,Infrastructure Management,,Infrastructure Lifecycle Management,,,
,Infrastructure Deactivation,Ability to remove an infrastructure from active use.,Capability,,Infrastructure Management,,Infrastructure Lifecycle Management,,,
,Infrastructure Risk Management,"Ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with an infrastructure.",Capability,,Infrastructure Management,,Infrastructure Management,,,
,Infrastructure Risk Level Determination,Ability to identify and define the level of risk associated with an infrastructure.,Capability,,Infrastructure Management,,Infrastructure Risk Management,,,
,Infrastructure Risk Threshold Determination,Ability to identify and define the level of acceptable risk associated with an infrastructure.,Capability,,Infrastructure Management,,Infrastructure Risk Management,,,
,Infrastructure Risk Aggregation,Ability to consider a collective set of risk factors about an infrastructure and represent them from a rationalized perspective.,Capability,,Infrastructure Management,,Infrastructure Risk Management,,,
,Infrastructure Access Management,"Ability to define, interpret, and enforce the right to view, use, or modify an infrastructure or its component parts.",Capability,,Infrastructure Management,,Infrastructure Management,,,
,Infrastructure Access Constraints Definition,Ability to determine access rights limitations for an infrastructure.,Capability,,Infrastructure Management,,Infrastructure Access Management,,,
,Infrastructure Access Constraints Interpretation,Ability to understand the access rights limitations for an infrastructure.,Capability,,Infrastructure Management,,Infrastructure Access Management,,,
,Infrastructure Access Enforcement,Ability to impose access rights limitations for an infrastructure.,Capability,,Infrastructure Management,,Infrastructure Access Management,,,
,Infrastructure Matching,Ability to associate an infrastructure with other business objects.,Capability,,Infrastructure Management,,Infrastructure Management,,,
,Infrastructure/Competency Matching,Ability to associate an infrastructure with a competency.,Capability,,Infrastructure Management,,Infrastructure Matching,,,
,Infrastructure/Infrastructure Matching,Ability to associate an infrastructure with an infrastructure.,Capability,,Infrastructure Management,,Infrastructure Matching,,,
,Infrastructure/Initiative Matching,Ability to associate an infrastructure with an initiative.,Capability,,Infrastructure Management,,Infrastructure Matching,,,
,Infrastructure/Investment Portfolio Matching,Ability to associate an infrastructure with an investment portfolio.,Capability,,Infrastructure Management,,Infrastructure Matching,,,
,Infrastructure/Location Matching,Ability to associate an infrastructure with a location.,Capability,,Infrastructure Management,,Infrastructure Matching,,,
,Infrastructure/Partner Matching,Ability to associate an infrastructure with a partner.,Capability,,Infrastructure Management,,Infrastructure Matching,,,
,Infrastructure/Plan Matching,Ability to associate an infrastructure with a plan.,Capability,,Infrastructure Management,,Infrastructure Matching,,,
,Infrastructure/Policy Matching,Ability to associate an infrastructure with a policy.,Capability,,Infrastructure Management,,Infrastructure Matching,,,
,Infrastructure/Public Sector Entity Matching,Ability to associate an infrastructure with a public sector entity.,Capability,,Infrastructure Management,,Infrastructure Matching,,,
,Infrastructure/Work Item Matching,Ability to associate an infrastructure with a work item.,Capability,,Infrastructure Management,,Infrastructure Matching,,,
,Infrastructure Information Management,"Ability to collect, organize, monitor, report on, and otherwise disseminate basic facts, statistics, attributes, and data about an infrastructure.",Capability,,Infrastructure Management,,Infrastructure Management,,,
,Infrastructure Profile Management,"Ability to articulate, organize, identify, track, validate, and otherwise administer descriptive, identifying information about an infrastructure and its relationships.",Capability,,Infrastructure Management,,Infrastructure Information Management,,,
,Infrastructure Type Management,"Ability to determine, modify, and interpret the category or classification of an infrastructure.",Capability,,Infrastructure Management,,Infrastructure Information Management,,,
,Infrastructure State Management,"Ability to determine, modify, and interpret the status or condition of an infrastructure.",Capability,,Infrastructure Management,,Infrastructure Information Management,,,
,Infrastructure History Management,"Ability to identify, record, and represent a chronological order of events and actions associated with an infrastructure.",Capability,,Infrastructure Management,,Infrastructure Information Management,,,
,Infrastructure Analytics Management,"Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations of an infrastructure.",Capability,,Infrastructure Management,,Infrastructure Information Management,,,
,Initiative Management,"Ability to define, organize, direct, assess, and control a coordinated collection of temporary endeavors undertaken to create a unique outcome.",Capability,,,,,,,
,Initiative Definition,Ability to establish and identify an initiative.,Capability,,Initiative Management,,Initiative Management,,,
,Initiative Establishment,Ability to declare an initiative.,Capability,,Initiative Management,,Initiative Definition,,,
,Initiative Identification,Ability to recognize an initiative.,Capability,,Initiative Management,,Initiative Definition,,,
,Initiative Scope Management,Ability to bound the range of activities and concerns addressed by the initiative and the ability to constrain the initiative to operate within that boundary.,Capability,,Initiative Management,,Initiative Management,,,
,Initiative Performance Management,"Ability to determine how well an initiative is meeting specification and objective levels, or delivering against plan.",Capability,,Initiative Management,,Initiative Management,,,
,Initiative Performance Threshold Setting,Ability to determine acceptable or unacceptable levels of performance for an initiative.,Capability,,Initiative Management,,Initiative Performance Management,,,
,Initiative Performance Threshold Measurement,Ability to determine if an initiative is exceeding or falling short of an acceptable threshold of performance.,Capability,,Initiative Management,,Initiative Performance Management,,,
,Initiative Performance Constraints Determination,Ability to assess what is causing an initiative to underperform.,Capability,,Initiative Management,,Initiative Performance Management,,,
,Initiative Risk Management,"Ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with an initiative.",Capability,,Initiative Management,,Initiative Management,,,
,Initiative Risk Level Determination,Ability to identify and define the level of risk associated with an initiative.,Capability,,Initiative Management,,Initiative Risk Management,,,
,Initiative Risk Threshold Determination,Ability to identify and define the level of acceptable risk associated with an initiative.,Capability,,Initiative Management,,Initiative Risk Management,,,
,Initiative Risk Aggregation,Ability to consider a collective set of risk factors about an initiative and represent them from a rationalized perspective.,Capability,,Initiative Management,,Initiative Risk Management,,,
,Initiative Access Management,"Ability to define, interpret, and enforce the right to view, use, or modify an initiative or its component parts.",Capability,,Initiative Management,,Initiative Management,,,
,Initiative Access Constraints Definition,Ability to determine access rights limitations for an initiative.,Capability,,Initiative Management,,Initiative Access Management,,,
,Initiative Access Constraints Interpretation,Ability to understand the access rights limitations for an initiative.,Capability,,Initiative Management,,Initiative Access Management,,,
,Initiative Access Enforcement,Ability to impose access rights limitations for an initiative.,Capability,,Initiative Management,,Initiative Access Management,,,
,Initiative Matching,Ability to associate an initiative with other business objects.,Capability,,Initiative Management,,Initiative Management,,,
,Initiative/Content Matching,Ability to associate an initiative with content.,Capability,,Initiative Management,,Initiative Matching,,,
,Initiative/Financial Forecast Matching,Ability to associate an initiative with a financial forecast.,Capability,,Initiative Management,,Initiative Matching,,,
,Initiative/Financial Position Matching,Ability to associate an initiative with a financial position.,Capability,,Initiative Management,,Initiative Matching,,,
,Initiative/Human Resource Matching,Ability to associate an initiative with a human resource.,Capability,,Initiative Management,,Initiative Matching,,,
,Initiative/Investment Portfolio Matching,Ability to associate an initiative with an investment portfolio.,Capability,,Initiative Management,,Initiative Matching,,,
,Initiative/Partner Matching,Ability to associate an initiative with a partner.,Capability,,Initiative Management,,Initiative Matching,,,
,Initiative/Policy Matching,Ability to associate an initiative with a policy.,Capability,,Initiative Management,,Initiative Matching,,,
,Initiative/Strategy Matching,Ability to associate an initiative with a strategy.,Capability,,Initiative Management,,Initiative Matching,,,
,Initiative/Work Item Matching,Ability to associate an initiative with a work item.,Capability,,Initiative Management,,Initiative Matching,,,
,Initiative Information Management,"Ability to collect, organize, monitor, report on, and otherwise disseminate basic facts, statistics, attributes, and data about an initiative.",Capability,,Initiative Management,,Initiative Management,,,
,Initiative Profile Management,"Ability to articulate, organize, identify, track, validate, and otherwise administer descriptive, identifying information about an initiative and its relationships.",Capability,,Initiative Management,,Initiative Information Management,,,
,Initiative Type Management,"Ability to determine, modify, and interpret the category or classification of an initiative.",Capability,,Initiative Management,,Initiative Information Management,,,
,Initiative State Management,"Ability to determine, modify, and interpret the status or condition of an initiative.",Capability,,Initiative Management,,Initiative Information Management,,,
,Initiative History Management,"Ability to identify, record, and represent a chronological order of events and actions associated with an initiative.",Capability,,Initiative Management,,Initiative Information Management,,,
,Initiative Analytics Management,"Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations of an initiative.",Capability,,Initiative Management,,Initiative Information Management,,,
,Legislation Management,"Ability to request, define, approve, evolve, monitor, evaluate the effects of, and determine compliance with a set of authoritative directives that include laws or related statutory instruments.",Capability,,,,,,,
,Legislation Definition,Ability to establish and identify legislation.,Capability,,Legislation Management,,Legislation Management,,,
,Legislation Establishment,Ability to declare legislation.,Capability,,Legislation Management,,Legislation Definition,,,
,Legislation Identification,Ability to recognize legislation.,Capability,,Legislation Management,,Legislation Definition,,,
,Legislation Design,Ability to shape the intention and impact of an item of legislation.,Capability,,Legislation Management,,Legislation Management,,,
,Legislation Interpretation,"Ability to understand the meaning and impacts of legislation and its applicability to a domain, entity, or constituents.",Capability,,Legislation Management,,Legislation Management,,,
,Legislation Scope Setting,Ability to constrain the applicability or range of effect and impact of an item of legislation.,Capability,,Legislation Management,,Legislation Management,,,
,Legislation Structuring,"Ability to formulate and construct a legislative bill encompassing elements, such as but not limited to, the title, pre-amble, enacting clause, core clause and sub clauses, interpretation provisions, coming-into-force provisions, and schedules.",Capability,,Legislation Management,,Legislation Management,,,
,Legislation Validation,"Ability to determine if an item of legislation is of high integrity and accuracy, appropriate to a target, and generally a fit for its intended purpose.",Capability,,Legislation Management,,Legislation Management,,,
,Legislation Compliance Validation,Ability to determine if a constituent is conforming to enacted legislation.,Capability,,Legislation Management,,Legislation Management,,,
,Legislation Lifecycle Management,"Ability to guide, assess, and track the different stages legislation goes through from initial consideration through to eventual ratification and enactment into law or repeal.",Capability,,Legislation Management,,Legislation Management,,,
,Legislation Activation,Ability to manage the activities required to change the status on an item to being in-force.,Capability,,Legislation Management,,Legislation Lifecycle Management,,,
,Legislation Retirement,Ability to manage the activities required to change the status on an item from being in-force to no longer being in-force.,Capability,,Legislation Management,,Legislation Lifecycle Management,,,
,Legislation Risk Management,"Ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with legislation.",Capability,,Legislation Management,,Legislation Management,,,
,Legislation Risk Level Determination,Ability to identify and define the level of risk associated with legislation.,Capability,,Legislation Management,,Legislation Risk Management,,,
,Legislation Risk Threshold Determination,Ability to identify and define the level of acceptable risk associated with legislation.,Capability,,Legislation Management,,Legislation Risk Management,,,
,Legislation Risk Aggregation,Ability to consider a collective set of risk factors about legislation and represent them from a rationalized perspective.,Capability,,Legislation Management,,Legislation Risk Management,,,
,Legislation Access Management,"Ability to define, interpret, and enforce the right to view, use, or modify legislation or its component parts.",Capability,,Legislation Management,,Legislation Management,,,
,Legislation Access Constraints Definition,Ability to determine access rights limitations for legislation.,Capability,,Legislation Management,,Legislation Access Management,,,
,Legislation Access Constraints Interpretation,Ability to understand the access rights limitations for legislation.,Capability,,Legislation Management,,Legislation Access Management,,,
,Legislation Access Enforcement,Ability to impose access rights limitations for legislation.,Capability,,Legislation Management,,Legislation Access Management,,,
,Legislation Matching,Ability to associate legislation with other business objects.,Capability,,Legislation Management,,Legislation Management,,,
,Legislation/Agreement Matching,Ability to associate legislation with an agreement.,Capability,,Legislation Management,,Legislation Matching,,,
,Legislation/Event Matching,Ability to associate legislation with an event.,Capability,,Legislation Management,,Legislation Matching,,,
,Legislation/Intellectual Property Rights Matching,Ability to associate legislation with an intellectual property right.,Capability,,Legislation Management,,Legislation Matching,,,
,Legislation/Language Matching,Ability to associate legislation with a language.,Capability,,Legislation Management,,Legislation Matching,,,
,Legislation/Legislation Matching,Ability to associate legislation with legislation.,Capability,,Legislation Management,,Legislation Matching,,,
,Legislation/Location Matching,Ability to associate legislation with a location.,Capability,,Legislation Management,,Legislation Matching,,,
,Legislation/Partner Matching,Ability to associate legislation with a partner.,Capability,,Legislation Management,,Legislation Matching,,,
,Legislation/Policy Matching,Ability to associate legislation with a policy.,Capability,,Legislation Management,,Legislation Matching,,,
,Legislation/Public Sector Entity Matching,Ability to associate legislation with a public sector entity.,Capability,,Legislation Management,,Legislation Matching,,,
,Legislation/Research Matching,Ability to associate legislation with research.,Capability,,Legislation Management,,Legislation Matching,,,
,Legislation/Strategy Matching,Ability to associate legislation with a strategy.,Capability,,Legislation Management,,Legislation Matching,,,
,Legislation Information Management,"Ability to collect, organize, monitor, report on, and otherwise disseminate basic facts, statistics, attributes, and data about legislation.",Capability,,Legislation Management,,Legislation Management,,,
,Legislation Profile Management,"Ability to articulate, organize, identify, track, validate, and otherwise administer descriptive, identifying information about legislation and its relationships.",Capability,,Legislation Management,,Legislation Information Management,,,
,Legislation Type Management,"Ability to determine, modify, and interpret the category or classification of legislation.",Capability,,Legislation Management,,Legislation Information Management,,,
,Legislation State Management,"Ability to determine, modify, and interpret the status or condition of legislation.",Capability,,Legislation Management,,Legislation Information Management,,,
,Legislation History Management,"Ability to identify, record, and represent a chronological order of events and actions associated with legislation.",Capability,,Legislation Management,,Legislation Information Management,,,
,Legislation Analytics Management,"Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations of legislation.",Capability,,Legislation Management,,Legislation Information Management,,,
,License Management,"Ability to identify, analyze, track, and administer an authorization to perform a regulated activity, awarded by duly recognized governmental agency or third party, applied to an individual or organization, to engage in an activity, such as fishing, or use of regulated objects, such as modes of transportation or hazardous materials.",Capability,,,,,,,
,License Definition,Ability to establish and identify a license.,Capability,,License Management,,License Management,,,
,License Establishment,Ability to declare a license.,Capability,,License Management,,License Definition,,,
,License Identification,Ability to recognize a license.,Capability,,License Management,,License Definition,,,
,License Design,Ability to create a license that is fit for purpose.,Capability,,License Management,,License Management,,,
,License Structuring,"Ability to formulate and construct a license encompassing such things as levels of risk, pricing, terms and conditions, period, duration, and termination criteria.",Capability,,License Management,,License Management,,,
,License Eligibility Determination,Ability to demonstrate that the conditions that the applicant must meet in order to qualify for or be entitled to the license have been met.,Capability,,License Management,,License Management,,,
,License Price Management,"Ability to identify, set, evaluate, assess, and administer the activities associated with the monetary amount owed for a license.",Capability,,License Management,,License Management,,,
,License Price Determination,"Ability to specify the elements in the fee structure of the license and associating a cost, monetary or non-monetary, to those elements.",Capability,,License Management,,License Price Management,,,
,License Price Validation,Ability to ensure that the formulation of the monetary amount owed conforms to internal and external policies.,Capability,,License Management,,License Price Management,,,
,License Price Finalization,"Ability to formalize a product price that considers expenditures, market conditions, and related consideration.",Capability,,License Management,,License Price Management,,,
,License Formalization,"Ability to aggregate terms, constraints, pricing, and related license elements into a finalized, executable form suitable to all parties.",Capability,,License Management,,License Management,,,
,License Structure Aggregation,"Ability to align and validate the collective set of license terms, constraints, price, and parties as a prelude to finalizing a license.",Capability,,License Management,,License Formalization,,,
,License Content Standardization,Ability to ensure that the structure of a license aligns to defined practices in order to ready it for finalization.,Capability,,License Management,,License Formalization,,,
,License Lifecycle Management,"Ability to identify, assess, track, and report on the various stages of license evolution.",Capability,,License Management,,License Management,,,
,License Activation,Ability to cause a license to be in-force.,Capability,,License Management,,License Lifecycle Management,,,
,License Renewal,Ability to update a license period or duration thereby extending the license in accordance with the license terms and conditions.,Capability,,License Management,,License Lifecycle Management,,,
,License Termination,Ability to cancel or end a license in compliance with the terms of the license.,Capability,,License Management,,License Lifecycle Management,,,
,License Verification,Ability to demonstrate that a license is fit for its intended use according to a defined set of policies.,Capability,,License Management,,License Management,,,
,License Validation,Ability to ensure that the license conforms to internal and external policies and regulations as well as the intentions of the parties.,Capability,,License Management,,License Management,,,
,License Risk Management,"Ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with a license.",Capability,,License Management,,License Management,,,
,License Risk Level Determination,Ability to identify and define the level of risk associated with a license.,Capability,,License Management,,License Risk Management,,,
,License Risk Threshold Determination,Ability to identify and define the level of acceptable risk associated with a license.,Capability,,License Management,,License Risk Management,,,
,License Risk Aggregation,Ability to consider a collective set of risk factors about a license and represent them from a rationalized perspective.,Capability,,License Management,,License Risk Management,,,
,License Access Management,"Ability to define, interpret, and enforce the right to view, use, or modify a license or its component parts.",Capability,,License Management,,License Management,,,
,License Access Constraints Definition,Ability to determine access rights limitations for a license.,Capability,,License Management,,License Access Management,,,
,License Access Constraints Interpretation,Ability to understand the access rights limitations for a license.,Capability,,License Management,,License Access Management,,,
,License Access Enforcement,Ability to impose access rights limitations for a license.,Capability,,License Management,,License Access Management,,,
,License Matching,Ability to associate a license with other business objects.,Capability,,License Management,,License Management,,,
,License/Constituent Matching,Ability to associate a license with a constituent.,Capability,,License Management,,License Matching,,,
,License/Partner Matching,Ability to associate a license with a partner.,Capability,,License Management,,License Matching,,,
,License/Channel Matching,Ability to associate a license with a channel.,Capability,,License Management,,License Matching,,,
,License/License Matching,Ability to associate a license with a license.,Capability,,License Management,,License Matching,,,
,License/Material Matching,Ability to associate a license with a material.,Capability,,License Management,,License Matching,,,
,License/Financial Account Matching,Ability to associate a license with a financial account.,Capability,,License Management,,License Matching,,,
,License/Policy Matching,Ability to associate a license with a policy.,Capability,,License Management,,License Matching,,,
,License/Public Sector Entity Matching,Ability to associate a license with a public sector entity.,Capability,,License Management,,License Matching,,,
,License/Time Matching,Ability to associate a license with a time.,Capability,,License Management,,License Matching,,,
,License Information Management,"Ability to collect, organize, monitor, report on, and otherwise disseminate basic facts, statistics, attributes, and data about a license.",Capability,,License Management,,License Management,,,
,License Profile Management,"Ability to articulate, organize, identify, track, validate, and otherwise administer descriptive, identifying information about a license and its relationships.",Capability,,License Management,,License Information Management,,,
,License Type Management,"Ability to determine, modify, and interpret the category or classification of a license.",Capability,,License Management,,License Information Management,,,
,License State Management,"Ability to determine, modify, and interpret the status or condition of a license.",Capability,,License Management,,License Information Management,,,
,License History Management,"Ability to identify, record, and represent a chronological order of events and actions associated with a license.",Capability,,License Management,,License Information Management,,,
,License Analytics Management,"Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations of a license.",Capability,,License Management,,License Information Management,,,
,License Term Management,"Ability to establish, modify, and interpret a legally enforceable condition set forth within the bounds of a license.",Capability,,License Management,,License Management,,,
,License Term Definition,Ability to establish and identify a license term.,Capability,,License Management,,License Term Management,,,
,License Term Establishment,Ability to declare a license term.,Capability,,License Management,,License Term Definition,,,
,License Standard Term Definition,Ability to recognize a license term.,Capability,,License Management,,License Term Definition,,,
,License Term Identification,Ability to recognize a license term.,Capability,,License Management,,License Term Definition,,,
,License Term Customization,Ability to set specific license terms considering standard terms and risk.,Capability,,License Management,,License Term Management,,,
,License Term Access Management,"Ability to define, interpret, and enforce the right to view, use, or modify a license term or its component parts.",Capability,,License Management,,License Term Management,,,
,License Term Access Constraints Definition,Ability to determine access rights limitations for a license term.,Capability,,License Management,,License Term Access Management,,,
,License Term Access Constraints Interpretation,Ability to understand the access rights limitations for a license term.,Capability,,License Management,,License Term Access Management,,,
,License Term Access Enforcement,Ability to impose access rights limitations for a license term.,Capability,,License Management,,License Term Access Management,,,
,License Term Matching,Ability to associate a license term with other business objects.,Capability,,License Management,,License Term Management,,,
,License Term/Partner Matching,Ability to associate a license term with a partner.,Capability,,License Management,,License Term Matching,,,
,License Term/License Term Matching,Ability to associate a license term with a license term.,Capability,,License Management,,License Term Matching,,,
,License Term Finalization,"Ability to determine license terms that consider standard terms, custom terms, and constituent or partner negotiations.",Capability,,License Management,,License Term Management,,,
,License Term Information Management,"Ability to collect, organize, monitor, report on, and otherwise disseminate basic facts, statistics, attributes, and data about a license term.",Capability,,License Management,,License Term Management,,,
,License Term Profile Management,"Ability to articulate, organize, identify, track, validate, and otherwise administer descriptive, identifying information about a license term and its relationships.",Capability,,License Management,,License Term Information Management,,,
,License Term Type Management,"Ability to determine, modify, and interpret the category or classification of a license term.",Capability,,License Management,,License Term Information Management,,,
,License Term State Management,"Ability to determine, modify, and interpret the status or condition of a license term.",Capability,,License Management,,License Term Information Management,,,
,License Term History Management,"Ability to identify, record, and represent a chronological order of events and actions associated with a license term.",Capability,,License Management,,License Term Information Management,,,
,License Term Analytics Management,"Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations of a license term.",Capability,,License Management,,License Term Information Management,,,
,License Term Risk Management,"Ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with a license term.",Capability,,License Management,,License Term Management,,,
,License Term Risk Level Determination,Ability to identify and define the level of risk associated with a license term.,Capability,,License Management,,License Term Risk Management,,,
,License Term Risk Threshold Determination,Ability to identify and define the level of acceptable risk associated with a license term.,Capability,,License Management,,License Term Risk Management,,,
,License Term Risk Aggregation,Ability to consider a collective set of risk factors about a license term and represent them from a rationalized perspective.,Capability,,License Management,,License Term Risk Management,,,
,Material Management,"Ability to identify, track, set quality standards for, and equitably distribute food, ingredients, chemicals, waste, and other physical elements used to enable an outcome including sustaining life, the growing of crops, the construction of assets and infrastructure, and the powering of equipment and conveyors.",Capability,,,,,,,
,Material Definition,Ability to establish and identify a material.,Capability,,Material Management,,Material Management,,,
,Material Establishment,Ability to declare a material.,Capability,,Material Management,,Material Definition,,,
,Material Identification,Ability to recognize a material.,Capability,,Material Management,,Material Definition,,,
,Material Validation,Ability to verify material to specification.,Capability,,Material Management,,Material Management,,,
,Material Inventory Management,"Ability to plan, organize, execute, and control material used, on hand, or backlogged.",Capability,,Material Management,,Material Management,,,
,Material Risk Management,"Ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with a material.",Capability,,Material Management,,Material Management,,,
,Material Risk Level Determination,Ability to identify and define the level of risk associated with a material.,Capability,,Material Management,,Material Risk Management,,,
,Material Risk Threshold Determination,Ability to identify and define the level of acceptable risk associated with a material.,Capability,,Material Management,,Material Risk Management,,,
,Material Risk Aggregation,Ability to consider a collective set of risk factors about a material and represent them from a rationalized perspective.,Capability,,Material Management,,Material Risk Management,,,
,Material Access Management,"Ability to define, interpret, and enforce the right to view, use, or modify a material or its component parts.",Capability,,Material Management,,Material Management,,,
,Material Access Constraints Definition,Ability to determine access rights limitations for a material.,Capability,,Material Management,,Material Access Management,,,
,Material Access Constraints Interpretation,Ability to understand the access rights limitations for a material.,Capability,,Material Management,,Material Access Management,,,
,Material Access Enforcement,Ability to impose access rights limitations for a material.,Capability,,Material Management,,Material Access Management,,,
,Material Matching,Ability to associate a material with other business objects.,Capability,,Material Management,,Material Management,,,
,Material/Channel Matching,Ability to associate a material with a channel.,Capability,,Material Management,,Material Matching,,,
,Material/Location Matching,Ability to associate a material with a location.,Capability,,Material Management,,Material Matching,,,
,Material/Partner Matching,Ability to associate a material with a partner.,Capability,,Material Management,,Material Matching,,,
,Material/Plan Matching,Ability to associate a material with a plan.,Capability,,Material Management,,Material Matching,,,
,Material Information Management,"Ability to collect, organize, monitor, report on, and otherwise disseminate basic facts, statistics, attributes, and data about a material.",Capability,,Material Management,,Material Management,,,
,Material Profile Management,"Ability to articulate, organize, identify, track, validate, and otherwise administer descriptive, identifying information about a material and its relationships.",Capability,,Material Management,,Material Information Management,,,
,Material Type Management,"Ability to determine, modify, and interpret the category or classification of a material.",Capability,,Material Management,,Material Information Management,,,
,Material State Management,"Ability to determine, modify, and interpret the status or condition of a material.",Capability,,Material Management,,Material Information Management,,,
,Material History Management,"Ability to identify, record, and represent a chronological order of events and actions associated with a material.",Capability,,Material Management,,Material Information Management,,,
,Material Analytics,"Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations for one or more materials.",Capability,,Material Management,,Material Information Management,,,
,Natural Resource Management,"Ability to identify, track, remediate, contain, regulate, and sustain matter that can occur in nature.",Capability,,,,,,,
,Natural Resource Definition,Ability to establish and identify a natural resource.,Capability,,Natural Resource Management,,Natural Resource Management,,,
,Natural Resource Establishment,Ability to declare a natural resource.,Capability,,Natural Resource Management,,Natural Resource Definition,,,
,Natural Resource Identification,Ability to recognize a natural resource.,Capability,,Natural Resource Management,,Natural Resource Definition,,,
,Natural Resource Taxonomy Management,"Ability to define and maintain classifications, identification, and nomenclature of natural resources to facilitate common understanding and practice.",Capability,,Natural Resource Management,,Natural Resource Management,,,
,Natural Resource Risk Management,"Ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with a natural resource.",Capability,,Natural Resource Management,,Natural Resource Management,,,
,Natural Resource Risk Level Determination,Ability to identify and define the level of risk associated with a natural resource.,Capability,,Natural Resource Management,,Natural Resource Risk Management,,,
,Natural Resource Risk Threshold Determination,Ability to identify and define the level of acceptable risk associated with a natural resource.,Capability,,Natural Resource Management,,Natural Resource Risk Management,,,
,Natural Resource Risk Aggregation,Ability to consider a collective set of risk factors about a natural resource and represent them from a rationalized perspective.,Capability,,Natural Resource Management,,Natural Resource Risk Management,,,
